order_id,ship_service_level,ship_city,ship_state,ship_postal_code,ship_country,courier_status,fulfilled_by
171-3542669-5676333,Standard,NARASINGAPURAM VELLORE DISTRICT,TAMIL NADU,632406.0,IN,Shipped,Easy Ship
406-0544444-7918736,Expedited,HYDERABAD,TELANGANA,502032.0,IN,Shipped,
402-5451082-4123515,Expedited,BHAVNAGAR,Gujarat,364001.0,IN,Shipped,
404-3727286-7539542,Expedited,VASCO DA GAMA,GOA,403802.0,IN,Unshipped,
408-9099427-4031543,Expedited,BHUBANESWAR,ODISHA,751019.0,IN,Shipped,
407-6176843-6129932,Standard,Visakhapatnam,ANDHRA PRADESH,530002.0,IN,Shipped,Easy Ship
407-4770761-3756344,Expedited,Visakhapatnam,ANDHRA PRADESH,530002.0,IN,Shipped,
171-4408429-2786767,Expedited,CHIRAMANANGAD,KERALA,680519.0,IN,Shipped,
402-6680832-0041110,Standard,BENGALURU,KARNATAKA,560030.0,IN,Shipped,Easy Ship
404-7880408-9960332,Expedited,MUMBAI,MAHARASHTRA,400057.0,IN,Shipped,
171-8356607-0490703,Standard,HYDERABAD,TELANGANA,500097.0,IN,Shipped,Easy Ship
404-8171453-6076301,Expedited,VASCO DA GAMA,GOA,403802.0,IN,Shipped,
407-0227972-1193166,Expedited,PUNE,MAHARASHTRA,411001.0,IN,Shipped,
406-6125773-4546738,Standard,NEW DELHI,DELHI,110078.0,IN,,Easy Ship
402-1372876-7247544,Expedited,NAVI MUMBAI,MAHARASHTRA,410209.0,IN,Shipped,
403-0117599-4621972,Expedited,KURSEONG,WEST BENGAL,734203.0,IN,Unshipped,
403-6831812-0512304,Standard,MUMBAI,MAHARASHTRA,400051.0,IN,,Easy Ship
403-1637266-3629101,Expedited,MUMBAI,MAHARASHTRA,400051.0,IN,Unshipped,
403-1460721-2682765,Expedited,MUMBAI,MAHARASHTRA,400051.0,IN,Unshipped,
404-4490007-6357116,Expedited,BENGALURU,KARNATAKA,560102.0,IN,Shipped,
402-4763412-6137101,Expedited,BOKARO STEEL CITY,JHARKHAND,827012.0,IN,Shipped,
171-2134763-6339543,Expedited,ZIRAKPUR,PUNJAB,140603.0,IN,Shipped,
171-8612271-6942744,Expedited,GURUGRAM,HARYANA,122004.0,IN,Shipped,
406-8034687-1395505,Standard,HYDERABAD,TELANGANA,500016.0,IN,Shipped,Easy Ship
404-7881142-3712302,Expedited,AMBALA cantt,HARYANA,133001.0,IN,Shipped,
407-0612639-6802738,Expedited,Kolkata,WEST BENGAL,700056.0,IN,Shipped,
407-9913830-5474729,Expedited,BENGALURU,KARNATAKA,560072.0,IN,Shipped,
404-8527418-0190718,Expedited,PUNE,MAHARASHTRA,412207.0,IN,Shipped,
405-0558336-0602753,Expedited,NOIDA,UTTAR PRADESH,201301.0,IN,Shipped,
406-1319266-1353910,Expedited,SIKANDRA ALLAHABAD DISTRICT,UTTAR PRADESH,212109.0,IN,Shipped,
171-5140001-8789969,Standard,HYDERABAD,TELANGANA,500029.0,IN,Shipped,Easy Ship
404-5001102-0380333,Expedited,PUNE,MAHARASHTRA,412207.0,IN,Unshipped,
408-0852862-2798764,Expedited,palakkad,KERALA,678008.0,IN,Shipped,
404-1528872-6977958,Expedited,Junagadh,Gujarat,362001.0,IN,Shipped,
171-9318875-6700311,Standard,Noida,UTTAR PRADESH,201301.0,IN,Shipped,Easy Ship
171-8823666-8053169,Expedited,Noida,UTTAR PRADESH,201301.0,IN,Shipped,
406-2849559-6226748,Expedited,DUMKA,JHARKHAND,814101.0,IN,Shipped,
404-0602843-8596312,Expedited,CHENNAI,TAMIL NADU,600073.0,IN,Shipped,
402-2246770-4624315,Standard,BENGALURU,KARNATAKA,560030.0,IN,,Easy Ship
406-1987011-0171562,Expedited,AHMEDABAD,Gujarat,380015.0,IN,Shipped,
406-7134121-8442755,Expedited,Ranchi,JHARKHAND,834002.0,IN,Shipped,
171-4386846-9146721,Expedited,MUMBAI,MAHARASHTRA,400053.0,IN,Shipped,
408-6151878-9983568,Standard,mumbai,MAHARASHTRA,400092.0,IN,Shipped,Easy Ship
408-1109910-8666706,Expedited,chennai,TAMIL NADU,600028.0,IN,Shipped,
403-5318407-9445918,Expedited,NEW DELHI,DELHI,110027.0,IN,Shipped,
404-5433959-5536334,Expedited,BHILAI,CHHATTISGARH,490009.0,IN,Shipped,
403-1842818-5885949,Expedited,KOLKATA,WEST BENGAL,700107.0,IN,Shipped,
171-4351631-6833944,Expedited,ANUGUL,ODISHA,759122.0,IN,Shipped,
407-4705947-5565967,Expedited,NEW DELHI,DELHI,110037.0,IN,Unshipped,
408-7926720-1085125,Standard,"Vinobanagar,Shimoga",KARNATAKA,577204.0,IN,Shipped,
407-9102812-1751556,Expedited,JHANSI,UTTAR PRADESH,284003.0,IN,Shipped,
408-7241900-3445915,Expedited,LUCKNOW,UTTAR PRADESH,226025.0,IN,Shipped,
402-3887192-4713930,Expedited,THANE,MAHARASHTRA,400605.0,IN,Shipped,
402-1569150-1386739,Standard,delhi,DELHI,110052.0,IN,Shipped,Easy Ship
408-8337662-4881929,Expedited,Chennai,TAMIL NADU,600098.0,IN,Shipped,
403-6566840-2447568,Expedited,DEHRADUN,UTTARAKHAND,248008.0,IN,Shipped,
408-7555472-9441104,Standard,KUMARANELLUR,KERALA,680590.0,IN,Shipped,Easy Ship
406-3332750-1841147,Expedited,CUTTACK,ODISHA,753014.0,IN,Shipped,
171-6574124-9690734,Standard,BENGALURU,KARNATAKA,560029.0,IN,,Easy Ship
403-8736801-9699549,Expedited,Pune,MAHARASHTRA,411015.0,IN,Shipped,
171-7006961-5707563,Expedited,PUNE,MAHARASHTRA,411017.0,IN,Shipped,
405-4110849-0058741,Expedited,GURUGRAM,HARYANA,122022.0,IN,Shipped,
403-3791323-8389953,Expedited,HYDERABAD,TELANGANA,500085.0,IN,Shipped,
407-3686450-8247552,Expedited,LILONG IMPHAL WEST,MANIPUR,795130.0,IN,Shipped,
171-0067174-7781942,Expedited,NOIDA,UTTAR PRADESH,201305.0,IN,Shipped,
402-9345481-6438724,Standard,NEW DELHI,DELHI,110075.0,IN,Shipped,Easy Ship
402-0019468-0250704,Expedited,NEW DELHI,DELHI,110075.0,IN,Shipped,
405-9051800-4517909,Expedited,NEW DELHI,DELHI,110023.0,IN,Shipped,
402-6334539-2246717,Expedited,MILAK,UTTAR PRADESH,244701.0,IN,Shipped,
402-1954857-3251527,Expedited,MOTIHARI,BIHAR,845401.0,IN,Shipped,
404-5665203-1320312,Expedited,LUCKNOW,UTTAR PRADESH,226010.0,IN,Shipped,
171-1849608-6445133,Expedited,BENGALURU,KARNATAKA,560083.0,IN,Shipped,
405-6292373-6584301,Expedited,HYDERABAD,TELANGANA,500037.0,IN,Shipped,
403-0147395-3379514,Expedited,BARRACKPORE,WEST BENGAL,700123.0,IN,Shipped,
408-2819506-9586701,Standard,VASCO DA GAMA,GOA,403726.0,IN,Shipped,
404-1343466-1928352,Expedited,BHUBANESWAR,ODISHA,751024.0,IN,Shipped,
402-2909937-9993947,Expedited,KALYAN,MAHARASHTRA,421201.0,IN,Shipped,
402-6258472-3291506,Expedited,HYDERABAD,TELANGANA,500084.0,IN,Shipped,
407-6346574-5337105,Expedited,HYDERABAD,TELANGANA,500008.0,IN,Shipped,
404-3803564-4169110,Expedited,BAHADURGARH,HARYANA,124507.0,IN,Shipped,
407-9855891-4271562,Expedited,GURUGRAM,HARYANA,122006.0,IN,Shipped,
402-6204805-8167549,Standard,GURDASPUR,PUNJAB,143521.0,IN,Shipped,Easy Ship
404-0203717-2245101,Expedited,PIMPRI CHINCHWAD,MAHARASHTRA,412101.0,IN,Shipped,
171-1905190-1849108,Expedited,NOIDA,UTTAR PRADESH,201301.0,IN,Shipped,
407-2425534-0941920,Standard,SOPORE,JAMMU & KASHMIR,193201.0,IN,Shipped,Easy Ship
402-8101259-7141100,Expedited,BAKHTIARPUR,BIHAR,803212.0,IN,Shipped,
171-8058306-3801119,Expedited,MUMBAI,MAHARASHTRA,400078.0,IN,Unshipped,
404-8666416-5621122,Expedited,PUNE,MAHARASHTRA,411014.0,IN,Shipped,
406-0740642-3044369,Expedited,NEW DELHI,DELHI,110059.0,IN,Shipped,
402-3303298-0013159,Expedited,AGRA,UTTAR PRADESH,282010.0,IN,Shipped,
405-9210044-9021126,Expedited,BENGALURU,KARNATAKA,560077.0,IN,Shipped,
171-4136193-0925108,Expedited,NEW DELHI,DELHI,110001.0,IN,Shipped,
171-5316052-0079561,Expedited,MUMBAI,MAHARASHTRA,400097.0,IN,Shipped,
406-9459394-3534754,Expedited,Dombivili East,MAHARASHTRA,421203.0,IN,Shipped,
408-4861124-9334738,Standard,KOZHIKODE,KERALA,673005.0,IN,Shipped,Easy Ship
404-2924822-1163550,Expedited,Atkot,Gujarat,360040.0,IN,Shipped,
404-6238498-5641129,Expedited,KALYAN,MAHARASHTRA,421203.0,IN,Cancelled,
407-3591007-3241135,Expedited,Kanpur,UTTAR PRADESH,208011.0,IN,Shipped,
407-4171736-1105100,Standard,HYDERABAD,TELANGANA,500047.0,IN,Shipped,Easy Ship
408-4118993-6716336,Expedited,Hyderabad,TELANGANA,500084.0,IN,Shipped,
407-7312720-1618717,Expedited,Kanpur,UTTAR PRADESH,208011.0,IN,Shipped,
404-7895795-1380301,Expedited,AURANGABAD,MAHARASHTRA,431001.0,IN,Shipped,
403-0737598-0879537,Expedited,GUNTUR,ANDHRA PRADESH,522006.0,IN,Shipped,
408-2451887-4404354,Expedited,Andheri e,MAHARASHTRA,400072.0,IN,Shipped,
408-3902418-5493151,Expedited,INDORE,MADHYA PRADESH,452009.0,IN,Shipped,
404-6904071-0589125,Expedited,MUMBAI,MAHARASHTRA,400012.0,IN,Shipped,
402-5656516-6221936,Expedited,VELLORE,TAMIL NADU,632006.0,IN,Cancelled,
402-9951462-3512333,Expedited,JHALAWAR,RAJASTHAN,326001.0,IN,Shipped,
406-4143374-8340348,Expedited,NEW DELHI,DELHI,110045.0,IN,Shipped,
408-4193383-4436349,Expedited,KOLKATA,WEST BENGAL,700055.0,IN,Shipped,
403-1277812-6994761,Expedited,HYDERABAD,TELANGANA,500085.0,IN,Shipped,
171-9905964-0697951,Standard,LONI,UTTAR PRADESH,201102.0,IN,Shipped,Easy Ship
408-4012862-7375526,Expedited,Bhayander (Easy),MAHARASHTRA,401105.0,IN,Shipped,
406-2233211-2814737,Expedited,TARAORI,HARYANA,132116.0,IN,Shipped,
402-7821802-4253122,Expedited,SIRMAUR,MADHYA PRADESH,486448.0,IN,Shipped,
408-0871226-6998719,Expedited,THANE,MAHARASHTRA,400615.0,IN,Shipped,
408-9430259-1604348,Expedited,Bhayander (Easy),MAHARASHTRA,401105.0,IN,Shipped,
408-4260011-8784303,Expedited,Bhayander (Easy),MAHARASHTRA,401105.0,IN,Cancelled,
407-0125465-0296334,Expedited,VADODARA,Gujarat,391101.0,IN,Shipped,
403-5162668-9624347,Expedited,CANACONA,GOA,403702.0,IN,Cancelled,
404-3594703-2032312,Expedited,Morbi,Gujarat,363641.0,IN,Shipped,
408-4207912-2474737,Standard,MUMBAI 400057,MAHARASHTRA,400057.0,IN,,Easy Ship
405-9033508-0380336,Expedited,NORTH DELHI,DELHI,110085.0,IN,Shipped,
403-7034152-9317167,Expedited,PUNE,MAHARASHTRA,411040.0,IN,Shipped,
407-0808488-7565917,Expedited,SIKAR,RAJASTHAN,332001.0,IN,Shipped,
405-4447589-9893164,Expedited,INDORE,MADHYA PRADESH,452016.0,IN,Shipped,
404-7211272-0169156,Expedited,SANAND,Gujarat,382110.0,IN,Shipped,
402-4340290-9805954,Expedited,NAVI MUMBAI,MAHARASHTRA,410209.0,IN,Shipped,
402-4653513-6474721,Expedited,KOLAZHY,KERALA,680008.0,IN,Shipped,
406-5674857-5581948,Standard,VADAKKUVALLIYUR,TAMIL NADU,627117.0,IN,Shipped,Easy Ship
402-8743005-5733958,Standard,PATHANAPURAM,KERALA,691533.0,IN,Shipped,Easy Ship
402-1389258-8743547,Expedited,PATHANAPURAM,KERALA,691533.0,IN,Shipped,
405-3133376-1394714,Expedited,BENGALURU,KARNATAKA,560094.0,IN,Shipped,
171-8670228-2313101,Expedited,PATIALA,PUNJAB,147001.0,IN,Unshipped,
403-2698918-4097145,Expedited,AHMEDABAD,Gujarat,382481.0,IN,Shipped,
405-0794970-7471537,Expedited,NEW DELHI,DELHI,110003.0,IN,Shipped,
408-7537568-6190719,Standard,JAIPUR,RAJASTHAN,302001.0,IN,Shipped,Easy Ship
403-1565365-8415511,Expedited,THANE,MAHARASHTRA,401107.0,IN,Shipped,
404-8979522-5158750,Expedited,NOIDA,UTTAR PRADESH,201303.0,IN,Shipped,
402-4280960-0189112,Standard,RAJKOT,Gujarat,360005.0,IN,Shipped,Easy Ship
171-4323454-7775565,Expedited,Pune,MAHARASHTRA,411046.0,IN,Shipped,
405-8854001-9685912,Standard,MUMBAI,MAHARASHTRA,400072.0,IN,Shipped,Easy Ship
408-9829918-0794756,Expedited,Bangalore,KARNATAKA,560030.0,IN,Shipped,
407-9342258-8489940,Expedited,BENGALURU,KARNATAKA,562107.0,IN,Shipped,
171-9671171-3981937,Expedited,CHENNAI,TAMIL NADU,600078.0,IN,Shipped,
406-3338813-0515501,Expedited,NEW DELHI,DELHI,110091.0,IN,Shipped,
408-3825651-4290731,Standard,KOTTAMKARA,KERALA,691005.0,IN,Shipped,
171-3558911-0160366,Expedited,TURUVEKERE,KARNATAKA,572227.0,IN,Shipped,
404-6082127-5775554,Expedited,MUMBAI,MAHARASHTRA,400037.0,IN,Cancelled,
403-4408137-7171501,Expedited,Hyderabad,TELANGANA,500018.0,IN,Shipped,
407-8165967-3885944,Expedited,PUNE,MAHARASHTRA,411021.0,IN,Shipped,
171-3161649-6022766,Expedited,GOTAN,RAJASTHAN,342902.0,IN,Shipped,
408-6548936-5284301,Expedited,THANE,MAHARASHTRA,400603.0,IN,Shipped,
171-7233613-0466749,Expedited,ONGOLE,ANDHRA PRADESH,523001.0,IN,Shipped,
405-2541490-3297961,Expedited,HYDERABAD,TELANGANA,500079.0,IN,Shipped,
404-3086318-5283515,Expedited,NAGAMALAIPUDUKOTTAI,TAMIL NADU,625019.0,IN,Shipped,
402-8847348-0905125,Expedited,"Mulund ( west), Mumbai, Pin 400080",MAHARASHTRA,400080.0,IN,Shipped,
404-5285664-6335505,Expedited,KOTA,RAJASTHAN,324007.0,IN,Shipped,
171-1112948-9752307,Expedited,"Ellora Park, Vadodara",Gujarat,390007.0,IN,Shipped,
171-0231924-7323565,Expedited,HYDERABAD,TELANGANA,500043.0,IN,Shipped,
171-6970712-6120313,Expedited,PILIBHIT,UTTAR PRADESH,262001.0,IN,Shipped,
403-0420825-0278766,Expedited,NEW DELHI,DELHI,110034.0,IN,Shipped,
408-4260293-7556343,Expedited,GUNTUR,ANDHRA PRADESH,522004.0,IN,Unshipped,
408-0917192-6042711,Expedited,CHENNAI,TAMIL NADU,600049.0,IN,Unshipped,
404-6188237-7530738,Expedited,HYDERABAD,TELANGANA,500072.0,IN,Shipped,
408-4173312-7297946,Expedited,NEW DELHI,DELHI,110023.0,IN,Shipped,
171-4291912-9817909,Standard,KOTA,RAJASTHAN,324009.0,IN,Shipped,Easy Ship
171-0200027-5505968,Expedited,MUMBAI,MAHARASHTRA,400053.0,IN,Shipped,
404-9331167-6720304,Expedited,BENGALURU,KARNATAKA,560093.0,IN,Shipped,
407-3448360-4145104,Expedited,JAIPUR,RAJASTHAN,302001.0,IN,Shipped,
403-3709271-7416316,Expedited,Mumbai,MAHARASHTRA,400081.0,IN,Shipped,
171-6083967-3421911,Expedited,NAVI MUMBAI,MAHARASHTRA,400705.0,IN,Shipped,
406-9448442-6198740,Expedited,NADIAD,Gujarat,387001.0,IN,Shipped,
402-5664013-1618741,Expedited,PUNE,MAHARASHTRA,411047.0,IN,Shipped,
402-3172052-0945100,Expedited,HARVEYPATTI,TAMIL NADU,625006.0,IN,Cancelled,
405-1846759-6472325,Expedited,NEW DELHI,DELHI,110023.0,IN,Cancelled,
406-0352983-2985102,Expedited,THANE,MAHARASHTRA,400607.0,IN,Shipped,
406-0284914-8444324,Expedited,Bangalore,KARNATAKA,560084.0,IN,Shipped,
404-7908796-6711516,Expedited,INDORE,MADHYA PRADESH,452018.0,IN,Shipped,
402-7599932-2969152,Expedited,BENGALURU,KARNATAKA,560079.0,IN,Shipped,
407-2699381-2853905,Expedited,MUSUNURU,ANDHRA PRADESH,521213.0,IN,Cancelled,
403-2127588-7904308,Expedited,Siliguri,WEST BENGAL,734012.0,IN,Cancelled,
407-3932953-2209963,Expedited,TIRUPATI,ANDHRA PRADESH,517501.0,IN,Shipped,
171-8516693-8512302,Expedited,THANE,MAHARASHTRA,400615.0,IN,Shipped,
407-1127348-6222707,Expedited,BENGALURU,KARNATAKA,560049.0,IN,Shipped,
408-1740466-4591509,Expedited,AGRA,UTTAR PRADESH,282007.0,IN,Unshipped,
404-4603062-8595528,Expedited,MUMBAI,MAHARASHTRA,400069.0,IN,Shipped,
408-6909657-1392345,Expedited,MADURAI,TAMIL NADU,625003.0,IN,Unshipped,
406-5594969-6663566,Expedited,CHENNAI,TAMIL NADU,600072.0,IN,Shipped,
408-8865657-7077143,Expedited,BANGALORE,KARNATAKA,560041.0,IN,Shipped,
406-4908150-9215533,Expedited,JAIPUR,RAJASTHAN,302034.0,IN,Shipped,
171-6556535-3808317,Expedited,HYDERABAD,TELANGANA,500032.0,IN,Unshipped,
171-4878238-5261911,Standard,HYDERABAD,TELANGANA,500032.0,IN,,Easy Ship
402-9963073-0809108,Expedited,BAREILLY,UTTAR PRADESH,243001.0,IN,Shipped,
402-5045827-3800333,Expedited,MUMBAI,MAHARASHTRA,400013.0,IN,Shipped,
404-1553484-0033159,Expedited,GHAZIABAD,UTTAR PRADESH,201005.0,IN,Shipped,
405-1942113-7991545,Expedited,PATIALA,PUNJAB,147001.0,IN,Shipped,
171-1503115-7505956,Standard,AGARTALA,TRIPURA,799001.0,IN,,Easy Ship
406-5449660-1878700,Standard,Gwalior,MADHYA PRADESH,474011.0,IN,Shipped,Easy Ship
408-8530552-3385110,Expedited,MUMBAI,MAHARASHTRA,400050.0,IN,Shipped,
403-0404953-2851533,Expedited,BENGALURU,KARNATAKA,560012.0,IN,Shipped,
404-2960646-2804323,Expedited,Nashik,MAHARASHTRA,422009.0,IN,Shipped,
406-7247036-1439555,Expedited,MOHALI,PUNJAB,160059.0,IN,Shipped,
406-8245118-5593969,Expedited,BENGALURU,KARNATAKA,560068.0,IN,Shipped,
406-5516086-1017143,Expedited,CHENNAI,TAMIL NADU,600042.0,IN,Shipped,
405-5349372-1869938,Expedited,HYDERABAD,TELANGANA,502032.0,IN,Cancelled,
402-6449563-3633168,Expedited,RANCHI,JHARKHAND,834003.0,IN,Shipped,
403-1883516-7238745,Standard,BENGALURU,KARNATAKA,560074.0,IN,Shipped,Easy Ship
171-9832499-9131529,Expedited,Noida,UTTAR PRADESH,201301.0,IN,Shipped,
403-4591395-5173954,Expedited,bangalore,KARNATAKA,560076.0,IN,Cancelled,
402-2150538-1100304,Expedited,MADHURAWADA,ANDHRA PRADESH,530048.0,IN,Shipped,
406-4714247-9741912,Expedited,CHENNAI,TAMIL NADU,600026.0,IN,Shipped,
404-1868489-7671520,Expedited,NEW DELHI,DELHI,110015.0,IN,Shipped,
405-4201283-0298734,Expedited,SURAT,Gujarat,395003.0,IN,Shipped,
406-9627954-0384336,Standard,VISAKHAPATNAM,ANDHRA PRADESH,530027.0,IN,Shipped,Easy Ship
404-2567241-2540304,Expedited,VASAI VIRAR,MAHARASHTRA,401203.0,IN,Shipped,
404-9474176-4618722,Expedited,HYDERABAD,TELANGANA,500090.0,IN,Shipped,
405-6280522-0179525,Expedited,BHUBANESWAR,ODISHA,751020.0,IN,Shipped,
408-0826896-1437147,Expedited,SURAT,Gujarat,394221.0,IN,Shipped,
171-9326349-7828339,Expedited,Madhyamgram,WEST BENGAL,700129.0,IN,Shipped,
402-7891361-6022702,Expedited,BENGALURU,KARNATAKA,560054.0,IN,Shipped,
407-1461003-1386758,Expedited,GORAKHPUR,UTTAR PRADESH,273003.0,IN,Shipped,
407-4055860-4463519,Expedited,EAST DELHI,Delhi,110096.0,IN,Shipped,
408-0282761-4786701,Expedited,BENGALURU,KARNATAKA,560056.0,IN,Unshipped,
402-2572018-3605904,Expedited,VISAKHAPATNAM,ANDHRA PRADESH,530041.0,IN,Shipped,
405-4528632-0297137,Standard,BENGALURU,KARNATAKA,560023.0,IN,Shipped,Easy Ship
407-8319189-9017165,Expedited,Jaipur,RAJASTHAN,302019.0,IN,Shipped,
404-8401281-5185118,Expedited,Theog,HIMACHAL PRADESH,171209.0,IN,Unshipped,
404-2455987-6305913,Expedited,NEW TOWN,WEST BENGAL,700136.0,IN,Shipped,
171-8020122-7101955,Expedited,VADODARA,Gujarat,390020.0,IN,Shipped,
402-2766953-2757119,Expedited,MUMBAI,MAHARASHTRA,400075.0,IN,Shipped,
407-0119516-3902744,Expedited,NAGAON,ASSAM,782138.0,IN,Shipped,
402-0940845-2645919,Expedited,THIRUVANANTHAPURAM,KERALA,695562.0,IN,Shipped,
408-2330486-7705133,Standard,Secunderabad,TELANGANA,500094.0,IN,Shipped,Easy Ship
407-8649756-0442702,Expedited,BHAWANIPATNA,ODISHA,766001.0,IN,Shipped,
408-6154170-3077108,Expedited,Dehradund,UTTARAKHAND,248008.0,IN,Shipped,
407-9463440-8949901,Expedited,ELAMPALLOOR,KERALA,691501.0,IN,Unshipped,
403-6408075-9372339,Standard,NOIDA,UTTAR PRADESH,201305.0,IN,Shipped,Easy Ship
404-7705851-4140302,Expedited,PIMPRI CHINCHWAD,MAHARASHTRA,412101.0,IN,Unshipped,
402-7904316-8849910,Expedited,MUMBAI,MAHARASHTRA,400078.0,IN,Shipped,
404-3255030-8005924,Standard,DELHI,DELHI,110041.0,IN,Shipped,Easy Ship
406-4048468-5937134,Expedited,MUMBAI,MAHARASHTRA,400104.0,IN,Shipped,
406-2105858-8293961,Expedited,DEHRADUN,UTTARAKHAND,248001.0,IN,Shipped,
403-1738971-1389151,Expedited,BENGALURU,KARNATAKA,560087.0,IN,Shipped,
407-7690164-7955510,Expedited,KHUNTI,JHARKHAND,835210.0,IN,Shipped,
407-2663616-2208343,Expedited,BATHINDA,PUNJAB,151001.0,IN,Shipped,
406-6014327-7334746,Expedited,BENGALURU,KARNATAKA,560076.0,IN,Shipped,
407-2239254-9180305,Expedited,AGRA,UTTAR PRADESH,282001.0,IN,Shipped,
406-7608796-9441934,Standard,PALAKKAD,KERALA,678731.0,IN,,Easy Ship
404-3475328-6682709,Expedited,NAVI MUMBAI,MAHARASHTRA,400706.0,IN,Shipped,
406-7491998-4335538,Expedited,BHILAI,CHHATTISGARH,490011.0,IN,Shipped,
407-3620090-7735537,Expedited,BENGALURU,KARNATAKA,560098.0,IN,Shipped,
171-9817805-9709168,Expedited,new chandigarh,PUNJAB,140301.0,IN,Shipped,
407-3795494-9343536,Standard,NEEMUCH,MADHYA PRADESH,458441.0,IN,Shipped,Easy Ship
171-3350213-9355544,Expedited,Vagra,Gujarat,392140.0,IN,Shipped,
403-4936579-0213906,Expedited,LAKHIMPUR,UTTAR PRADESH,262701.0,IN,Shipped,
402-3207519-2274728,Expedited,FARIDABAD,HARYANA,121003.0,IN,Shipped,
407-4784333-8301902,Expedited,BENGALURU,KARNATAKA,562125.0,IN,Shipped,
405-2149664-4489153,Expedited,secunderabad,TELANGANA,500015.0,IN,Shipped,
407-5358909-0500313,Expedited,PUNE,MAHARASHTRA,411045.0,IN,Shipped,
403-6244870-0211545,Standard,NEW DELHI,DELHI,110030.0,IN,Shipped,Easy Ship
405-4608646-0028312,Expedited,JAMMU,JAMMU & KASHMIR,181132.0,IN,Cancelled,
407-7339954-0667521,Expedited,"EDAT, PAYYANUR,KANNUR",KERALA,670327.0,IN,Shipped,
408-3718975-2659558,Expedited,BENGALURU,KARNATAKA,560077.0,IN,Shipped,
406-6696238-3061929,Expedited,Secunderabad,TELANGANA,500010.0,IN,Shipped,
402-1095203-2441127,Expedited,FARIDABAD,HARYANA,121003.0,IN,Shipped,
171-7778985-6000352,Standard,UPPER TADONG,SIKKIM,737102.0,IN,Shipped,Easy Ship
406-5114942-1788357,Expedited,GURUGRAM,HARYANA,122003.0,IN,Shipped,
404-5223711-0846702,Expedited,BANGALORE,KARNATAKA,560034.0,IN,Shipped,
407-2853405-4291566,Expedited,JIND,HARYANA,126102.0,IN,Shipped,
171-7239272-7505963,Standard,NAGPUR,MAHARASHTRA,440022.0,IN,Shipped,Easy Ship
404-9878142-3161159,Expedited,PUNE,MAHARASHTRA,411047.0,IN,Shipped,
405-6652542-0132327,Expedited,LUCKNOW,UTTAR PRADESH,226028.0,IN,Shipped,
402-8095342-2445952,Expedited,THANE,MAHARASHTRA,400607.0,IN,Shipped,
404-7562896-8302718,Expedited,RAIPUR,CHHATTISGARH,492001.0,IN,Shipped,
406-7041766-3465962,Standard,PATNA,BIHAR,800020.0,IN,Shipped,Easy Ship
171-8339778-1118760,Standard,MURAKAMBATTU,ANDHRA PRADESH,517127.0,IN,Shipped,Easy Ship
171-0428623-4853921,Expedited,MURAKAMBATTU,ANDHRA PRADESH,517127.0,IN,Shipped,
404-6004153-8337923,Standard,kannur,KERALA,670703.0,IN,,Easy Ship
405-3806023-7005105,Expedited,RATNAGIRI,MAHARASHTRA,415639.0,IN,Shipped,
404-9885054-4457111,Standard,GUWAHATI,ASSAM,781036.0,IN,,Easy Ship
406-2114554-8671519,Expedited,VISAKHAPATNAM,ANDHRA PRADESH,530002.0,IN,Shipped,
404-7247397-7187522,Expedited,BANGALORE,KARNATAKA,560062.0,IN,Shipped,
406-3043082-1834719,Expedited,HYDERABAD,TELANGANA,500050.0,IN,Shipped,
407-7671804-0455517,Standard,SULTANPUR,UTTAR PRADESH,228001.0,IN,Shipped,Easy Ship
405-3484251-8018704,Expedited,MUMBAI,MAHARASHTRA,400053.0,IN,Shipped,
406-3755269-7037912,Standard,HYDERABAD,TELANGANA,500035.0,IN,Shipped,Easy Ship
406-9042177-6716362,Expedited,VISAKHAPATNAM,ANDHRA PRADESH,530002.0,IN,Shipped,
171-6587044-0571532,Standard,Bhagalpur,BIHAR,812001.0,IN,Shipped,Easy Ship
406-2269142-8968361,Expedited,MANGALURU,KARNATAKA,575019.0,IN,Shipped,
404-1111921-6241140,Standard,GUWAHATI,ASSAM,781036.0,IN,,Easy Ship
171-1114292-0673153,Expedited,NOIDA,UTTAR PRADESH,201301.0,IN,Shipped,
404-1190607-7898758,Expedited,PUNE,MAHARASHTRA,411001.0,IN,Shipped,
402-9751561-9117169,Expedited,KOTA,RAJASTHAN,324005.0,IN,Shipped,
405-3039995-0449969,Expedited,BENGALURU,KARNATAKA,560100.0,IN,Shipped,
405-3278304-5393914,Expedited,THANE,MAHARASHTRA,400615.0,IN,Shipped,
405-2943804-3249965,Expedited,WARANGAL,TELANGANA,506002.0,IN,Shipped,
171-7011887-8113150,Expedited,BENGALURU,KARNATAKA,560005.0,IN,Shipped,
403-4887416-8847519,Standard,BATHINDA,PUNJAB,151001.0,IN,Shipped,Easy Ship
402-1716504-4926720,Standard,ANNAVARAM,ANDHRA PRADESH,533406.0,IN,Shipped,Easy Ship
405-6622228-6961932,Standard,SOBHAGANJ,WEST BENGAL,736121.0,IN,Shipped,Easy Ship
407-6432569-4773959,Standard,VADODARA,Gujarat,390012.0,IN,,Easy Ship
407-6830430-7965107,Standard,Ghaziabad,UTTAR PRADESH,201014.0,IN,Shipped,Easy Ship
403-0875721-5415542,Expedited,KHATIMA,UTTARAKHAND,262308.0,IN,Shipped,
